user|来源|认为有用人数|类型|评论时间|comment
user|来源|认为有用人数|类型|评论时间|comment
user|来源|认为有用人数|类型|评论时间|comment
user|来源|认为有用人数|类型|评论时间|comment
user|来源|认为有用人数|类型|评论时间|comment
user|来源|认为有用人数|类型|评论时间|comment
user|来源|认为有用人数|类型|评论时间|comment
user|来源|认为有用人数|类型|评论时间|comment
user|来源|认为有用人数|类型|评论时间|comment
user|来源|认为有用人数|类型|评论时间|comment
user|来源|认为有用人数|类型|评论时间|comment
user|来源|认为有用人数|类型|评论时间|comment
user|来源|认为有用人数|类型|comment
kdh1737|比亚迪论坛|7352|差评|在不平的路面跑的时候副驾驶室车门有异响，后来去到当地的4S店检查，发现是线路接口松动
kdh1737|比亚迪论坛|7354|差评|中控台也有异响
kdh1737|比亚迪论坛|7357|差评|后避震还真不是一般的差，在不平的路面跑的时候那个吵啊，感觉拖拉机也就这样了
kdh1737|比亚迪论坛|7369|差评|挡位不顺，入挡的时候感觉有点滞
kdh1737|比亚迪论坛|7363|差评|车的做工也比较差，仪表台塑料感太强
kdh1737|比亚迪论坛|7359|差评|车的隔音比较差，把地毯一掀就能看到铁皮，特别是打开后尾箱时感觉就是铁皮上面简单的盖了一张地毯
kdh1737|比亚迪论坛|7368|差评|空调系统制冷比较弱
kdh1737|比亚迪论坛|7355|差评|车外观，机头盖、后尾箱盖缝隙太大，机头盖的缝隙就像一张开的大口，差不多可以塞下一个荔枝进去了，后尾箱的缝隙两边不对称，一边宽一边窄，宽的地方可以放进去一只手指。
kdh1737|比亚迪论坛|7367|差评|在加油盖下方的位置，只要对着灯光看，就能发现这个位置有点陷下去
kdh1737|比亚迪论坛|7364|差评|我这车的问题主要就是车门的中控台响
zwj1013|比亚迪论坛|1020|差评|雨刮很响，如果大家注意看，那雨刮片下半身一直在抖
zwj1013|比亚迪论坛|1018|差评|刹车的尖叫声很厉害啊
zwj1013|比亚迪论坛|1011|差评|做工不行啊，大家打开后备箱看看，那喇叭的焊接处，我觉得跟我们实验室里去焊接小东西那么粗糙
zwj1013|比亚迪论坛|1022|差评|就是大灯不亮啊
flx826|比亚迪论坛|566|差评|有一点凹坑的地方倒车时好像动力不够,不加油门老熄火.
flx826|比亚迪论坛|578|差评|1~3挡在加档时很涩,还有声音.4~5挡就没有.
flx826|比亚迪论坛|566|好评|空调比我朋友的帕萨特声音要轻的多.
flx826|比亚迪论坛|560|差评|四门玻璃升降的声音有点大.
flx826|比亚迪论坛|572|好评|在车内发动机声音时速80以下基本听不到,过磨合再拉下高速试试
flx826|比亚迪论坛|575|差评|后备箱备胎上就放了一块纸板做隔板,这个有点说不过去了.
flx826|比亚迪论坛|571|差评|时速20公里下右后刹车刹车时有响声
flx826|比亚迪论坛|574|差评|后面两门关的时候要用力
flx826|比亚迪论坛|558|差评|前天晚上下雨的时候吓我一跳,树上的雨点掉在车顶,就像滴在阳光板上的声音一样大
wdd2004528|比亚迪论坛|2670|差评|是产品质量确实让人头痛.该车经过贰拾几次回炉
wdd2004528|比亚迪论坛|2662|差评|中控坏了3次，第三次换了个新的。（在副座下换了一个黑色盒子）。该车中控损坏时，用钥匙打不着火
wdd2004528|比亚迪论坛|2679|差评|电瓶损坏（鼓了），自费更换（质保一年），原因是该车发电量较大，过渡充电造成损毁。
wdd2004528|比亚迪论坛|2672|差评|油表不准
wdd2004528|比亚迪论坛|2667|差评|刹车总泵皮碗漏油
wdd2004528|比亚迪论坛|2677|差评|双前刹车泵损坏，刹车跑偏
wdd2004528|比亚迪论坛|2679|差评|更换排气管一组，3段，三元催化自行脱落。中断和后段锈蚀严重。
wdd2004528|比亚迪论坛|2679|差评|驾驶室升降器损坏
wdd2004528|比亚迪论坛|2679|差评|仪表盘灯不亮（在零下10度时），
wdd2004528|比亚迪论坛|2674|差评|仪表盘失灵一次
wdd2004528|比亚迪论坛|2672|差评|左后灯进土
wdd2004528|比亚迪论坛|2678|差评|副驾驶门拉手经常不回弹
wdd2004528|比亚迪论坛|2669|差评|音响开关按下后不回弹
wdd2004528|比亚迪论坛|2672|差评|音响自行跳台
wdd2004528|比亚迪论坛|2665|差评|雨刷噪音大
wdd2004528|比亚迪论坛|2666|差评|轮毂有砂眼
wdd2004528|比亚迪论坛|2665|差评|刹车片有响声
wdd2004528|比亚迪论坛|2670|差评|在向左打死方向时刹车片有异响
wdd2004528|比亚迪论坛|2664|差评|召回一次，说是免费更换节油电脑，结果至少多费1个油，且最高时速下降（没换之前可以跑到200，换过之后180都费劲）。
wdd2004528|比亚迪论坛|2678|差评|起步慢是通病。
wdd2004528|比亚迪论坛|2669|好评|该车油耗还行一般小于8个
sandzk|比亚迪论坛|493|好评|前几天出去玩耍  发现油耗仅仅6.2
sandzk|比亚迪论坛|491|差评|就是做工糙点
论坛穷人|比亚迪论坛|9606|好评|刹车、油门的反应都不错，很灵敏
论坛穷人|比亚迪论坛|9612|差评|关门声音很厚重，相当棒，但要稍微用点力才能关好
论坛穷人|比亚迪论坛|9613|好评|车漆质量和做工相对手动的要强
论坛穷人|比亚迪论坛|9606|好评|转向指向性不错，练习8字弯，操控起来挺满意
论坛穷人|比亚迪论坛|9602|好评|底盘高，通过性好，不怕走烂路
论坛穷人|比亚迪论坛|9609|好评|空间很大，我的同事1米8，220斤，坐驾驶位还是比较舒适的
论坛穷人|比亚迪论坛|9613|好评|自动大灯和指南针非常实用，自动根据需要开启大小灯 
论坛穷人|比亚迪论坛|9605|好评|配置全，该有的都有了，比同事的FKS自动配置高多了
论坛穷人|比亚迪论坛|9619|差评|隔音不好，风噪和胎噪都不小
论坛穷人|比亚迪论坛|9619|差评|感觉胎比较软，不耐磨
论坛穷人|比亚迪论坛|9615|差评|加速时能明显听到发动机的声音较大
论坛穷人|比亚迪论坛|9601|好评|怠速下声音不错
论坛穷人|比亚迪论坛|9609|差评|真皮座椅很不耐脏
论坛穷人|比亚迪论坛|9613|差评|过减速带和不平整路面时感觉颠簸明显，不是悬挂硬的那种颠簸，可能是座椅比较软的缘故吧
论坛穷人|比亚迪论坛|9604|差评|发动机盖两侧缝隙大，且不均匀
论坛穷人|比亚迪论坛|9609|差评|档位比较松 
论坛穷人|比亚迪论坛|9603|差评|遥控比较烦人，一会就自动上锁，操作麻烦
论坛穷人|比亚迪论坛|9606|差评|只有一个遥控器，如果我遥控锁车后，家人用另一个钥匙开车门后无法启动车子，报警
论坛穷人|比亚迪论坛|9602|差评|两边缝隙不一样，左侧引擎盖膜中间的进气格栅，往右侧调了调，现在不磨了，缝隙还是大，大灯上部缝隙食指能插进去一半
论坛穷人|比亚迪论坛|9620|差评|提车当天洗车后发现驾驶席A柱塑料件和绒布接合处滴水，肯定不是天窗问题，拆开发现左前门上方的车顶侧面有个孔，用胶垫封时露了一条缝
论坛穷人|比亚迪论坛|9606|差评|停车拔出钥匙后档位能在P档摘出来，且任意档位都能挂，行驶中并没有问题，变速箱也没有异常声音，检查后是挡把上的那个按钮不回位
论坛穷人|比亚迪论坛|9617|好评|开到一百时油门行程还有不少，车子也很稳
论坛穷人|比亚迪论坛|9616|中评|我的第一箱油油耗8.61上次加满油里程101km，今天去加油了，加满197块，547km，单价5.13，扣除上次里程，跑了446km，油耗8.61升/百公里 其中20-40km/h 30%，40-60 km/h 40%，60-90km/h 30%，自动挡磨合期这个油耗可以接受了
bixiao|比亚迪论坛|1305|差评|车子一到90左右 发抖特别厉害 油门怎么加油 都只能跑出120公里的速度 
hocool|比亚迪论坛|596|差评|内在的东西比较的粗糙。
hocool|比亚迪论坛|603|中评|控制能力一般。
hocool|比亚迪论坛|587|差评|后轴承有时候鸟叫。
hocool|比亚迪论坛|605|差评|油漆比较的薄。
hocool|比亚迪论坛|592|中评|刹车还凑合。
hocool|比亚迪论坛|596|中评|四轮抓地一般
hocool|比亚迪论坛|605|好评|宽轮子能稍微弥补一下。
hocool|比亚迪论坛|594|差评|从工艺看，估计用到8年的时候必须得换车了。
ddp2|比亚迪论坛|1130|差评|1档有退档的现象，感觉挂上了，但是松离合后就退档了
ddp2|比亚迪论坛|1135|差评|内饰还是比较粗糙，不如小派精细，塑料感特别强，有一些气味，这些小派没有。
ddp2|比亚迪论坛|1122|差评|发动机声音在2档60km以内比较明显
ddp2|比亚迪论坛|1127|差评|刹车感觉比较涩或者硬
ddp2|比亚迪论坛|1129|差评|销售说车是标准版舒适型，价格56000，发现车少了发动机护板，挡泥板，前后雾灯，中置刹车灯，后尾窗玻璃没有电加热（只有3分之一不知什么原因，个人认为是天线），卡带机（销售说是cd，但是车来的是卡带需要从换），这是发现的。
ddp2|比亚迪论坛|1117|中评|外观还可以
ddp2|比亚迪论坛|1131|差评|前脸，后部不敢恭维
chkxu|比亚迪论坛|2423|差评|。坐了4个，加速就明显不行了。
chkxu|比亚迪论坛|2421|差评|另外，近光灯太暗，晚上看不清。
chkxu|比亚迪论坛|2420|差评|雨刮太烂，打算过段时间换掉。
chkxu|比亚迪论坛|2420|差评|车门比较难关，总是提示车门没关好
xa763|比亚迪论坛|545|差评|感觉动力不好，1.5的发动机拉1.2吨的车身有点勉强
xa763|比亚迪论坛|559|好评|上高速跑起不错
xa763|比亚迪论坛|548|好评|感觉上了120的噪音比100还小
xa763|比亚迪论坛|559|差评|三千公里时30码的时候方向抖动
xa763|比亚迪论坛|552|差评|每天只要一动车，轮胎就有嘎嘎的响声，我心中一紧，以为半轴又遭了，到单位请同事听，结果是铁钢圈外面的轮毂罩在响，就没管它，后来越来越响
xa763|比亚迪论坛|543|中评|城里7.5-8升，长途6-6.5升
bosch404|比亚迪论坛|1261|差评|不过我现在发现在我的车门老是会出现没关好的提示，必须要很用力的关，才可以，这点很是不爽，
bosch404|比亚迪论坛|1271|差评|还有就是我在车门的边缘发现有爆漆的现象，
bosch404|比亚迪论坛|1274|差评|还有就是我觉得车里的味道老是有散不干净的问题，到现在车里还是有股新车才有的特殊味道，
bosch404|比亚迪论坛|1270|差评|我开了3个月，说实话我发现现在的声音确实是比刚开的响了
kibooott|比亚迪论坛|363|差评|我的F3空挡发动机嗡嗡声很明显
kibooott|比亚迪论坛|361|差评|还有气囊灯有时会亮
东风12345|比亚迪论坛|113|差评|F3发生交通事故后 主副气囊全打开  现也更换原厂气囊及气囊电脑  但气囊故障灯一直亮着
awin|比亚迪论坛|659|差评|就是开空调时，风扇声怎么会那么大
peter139839|比亚迪论坛|276|差评|在缓慢轻开离合时有卡卡。。。的声音；
peter139839|比亚迪论坛|260|差评|.踩刹车时有吱吱。。。的金属摩擦声；
peter139839|比亚迪论坛|264|差评|在行驶中有轻微的震动声，好像是仪表盘位置，感觉是什么件没上紧似的。
peter139839|比亚迪论坛|8899|差评|加了30升油，行驶200公里后看油表感觉还有10－15升左右，油耗有点高啊
清风车颖|比亚迪论坛|1192|差评|我的F3提车三个月领四天正在正常行驶突然方向盘被脱落的螺丝卡住！
szwilliam|比亚迪论坛|1082|好评|正好这个周末出去玩了一圈，回来一算油耗，有点不太相信自己的眼睛，请各位TX帮我看看，到底是不是真的。1. 首先加油到油枪自动跳枪，这个时候距离加到油满到加油口，应该至少还有10几块钱，也就是说2-3升的样子。这时候的里程是15371公里。2. 开始计算里程，60公里汕头市区，车速很低，基本是40以下在摩托车中穿行，然后是345公里的深汕高速，最高时速140，但在汕尾堵车2小时至少10公里是走走停停，40公里左右是以60的速度前进，回到深圳基本是市区道路。3. 到进加油站，里程显示15941.5公里。也就是距离上次加油总共行驶了570.5公里。加到油满出加油口为止，93号155.6元，4.9元/升 ，总计加油31.75升。4. 31.75升/ 570.5公里= 5.57 升/  百公里， 载重量是2个大人， 轮胎气压2.6四轮。 如果考虑堵车2小时，和上次加油并没有加满，至少还有2升左右的余量，那么这个百公里油耗很有可能低于5公升/ 百公里！！！
lius14|比亚迪论坛|2557|好评|外观不错，没有想象中的丑陋。
lius14|比亚迪论坛|2554|好评|内饰及做工差强人意。“差强人意”的意思是“还说的过去，基本让人满意”，而并非我们在有些土人那里听到的“不怎么让人满意”的意思，这是基础语文。一年多的车，白色，车漆除挂擦部位外，完好铮亮；进风格栅处像水银样的银色涂料（传说中的“镀铬”？我不太清楚那个叫什么东东）部分脱落，花花的一片一片，露出了淡黄色的塑料格栅，比较破相；左前轮上方、前门缝处橡胶胶条端部翘出一点；后尾箱门缝宽窄略嫌不均；车内皮座椅皮质一般，但也还算得上舒适；仪表盘无甚个性，也并不让人感觉别扭。总之，基本过得去，再说，这些小节我也并不是很关心。关键是动力和操控。
lius14|比亚迪论坛|2557|好评|车内的安静是一个惊喜。
lius14|比亚迪论坛|2545|差评|一档起步时离合过短，一个败笔。
lius14|比亚迪论坛|2544|好评|档位清晰，换挡轻便，一大惊喜！
lius14|比亚迪论坛|2555|好评|时速60以下的加速感非常棒，又一大惊喜！
lius14|比亚迪论坛|2550|好评|F3的动力非常好，一档时轻踩油门时，会有一段很好的加速感
lius14|比亚迪论坛|2549|好评|而在2档时，这种加速感格外出色！
lius14|比亚迪论坛|2563|中评|时速70以上加速感不强，5档的加速感比较弱，但可以接受。
lius14|比亚迪论坛|2551|好评|方向盘灵活，转向精确，赞。
lius14|比亚迪论坛|2562|好评|省油！本来就听说BYD省油，却没想到可以这么省！厦门到福州（高速），在拥挤的福州城东跑西逛，再回厦门，全程共跑了500多公里了，160元的油，30多升，好像百公里油耗6L左右？！
lius14|比亚迪论坛|2545|差评|不得不批评下F3的安全带了，太紧！人被勒的不舒服。
lius14|比亚迪论坛|2560|差评|底盘单薄，基本没什么避震感。
清风车颖|比亚迪论坛|1214|差评|比亚迪的方向盘内有直径个0.5厘米长约1厘米多的个螺丝爱脱落，
xh101|比亚迪论坛|879|差评|我的BYDF3手豪在上坡时用四档根本加不起油,踩油门到底都没感觉,当时的速度是50~60码.坡陡点的话用三档还上不去,你们大家有这种现象吗?
kibooott|比亚迪论坛|232|差评|发现缝隙确实太大了！！！！！
ynwwei|比亚迪论坛|333|差评|3档减至2档时怎么会有挡手的感觉而且难进档？2档减1档很难进档
zhangshijin|比亚迪论坛|392|差评|就在前天我还用过玻璃升降，昨天就坏掉了
wsxyys|比亚迪论坛|23884|中评|跑市区的话，油耗一直在9个左右。只有过年回家走高速的时候。平均油耗降到7个多。
wsxyys|比亚迪论坛|23883|中评|我的现在也到7、8个了，上箱油耗7.56，这次是8.18
zts626|比亚迪论坛|242|差评|加了三次油：５６．２升＋６升＋４０升，目前跑了９３８公里，还有１８升左右的油！！油耗感觉很高呀，希望过了磨合期能降到自己的心里承受力一下（６升左右）！！
zts626|比亚迪论坛|248|好评|在高速最高１１０感觉不错，没有他们说的很大的噪音，
zts626|比亚迪论坛|247|好评|感觉动力不错．
zts626|比亚迪论坛|240|差评|天窗开启后遇到不平路有异响，感觉象是有螺丝松的
zts626|比亚迪论坛|246|差评|左后视镜与车窗的接缝明显偏大，露出了里面的白色，看其他的车没有
zts626|比亚迪论坛|252|差评|右后门关起来不是很顺，要用大力
zts626|比亚迪论坛|248|差评|那几个空调旋扭也太粗糙了
zts626|比亚迪论坛|237|好评|外观漂亮大气
zts626|比亚迪论坛|237|好评|空间够大，后座能折叠实用
zts626|比亚迪论坛|251|差评|今天加了地三次油.第一次加56升.第2次加了46升.第3次加了40升;前面102升跑了1141公里.油耗好高呀!!!
zts626|比亚迪论坛|236|差评|哦对了,雨刮确实有点响...
pajero28|比亚迪论坛|117|差评|f3 的水温显示不正常，开了十多公里的市区，水温还是显示在0格往上一点的位置，该不会水温显示失灵了
wangyu0712|比亚迪论坛|90|差评|跑了5个小时左右高速后,突然感觉车明显速度降慢,无法提速.发动机转速3-4千转,油门踩大,依然只能是80到90之间的速度,10分钟过后情况消失
wsxyys|比亚迪论坛|1916|好评|最快上到160，感觉车子还是比较稳定。但是被LD给叫停了，没有再往上飙，一路130---150到了北京，我感觉这车跑到140的稳定性还是很不错的。
songtao123|比亚迪论坛|295|差评|比亚迪F3转方向盘怎么就加油门呢
hehehahajin|比亚迪F3论坛|395|差评|发现在3挡，2500转的时候，车身抖动，发动机象动力不足似的。
hehehahajin|比亚迪F3论坛|376|差评|离合器行程很短 
hehehahajin|比亚迪F3论坛|393|差评|油门非常的硬，跑长途会比较累。
juck|比亚迪论坛|154|差评|车漆不行，不够亮啊~~
开富康奔小康|比亚迪论坛|23517|差评|不喜欢仿桃木的颜色，
开富康奔小康|比亚迪论坛|23501|好评|音响是单碟CD，可以外接AUX音源，可以直接插上MP3，还是比较不错的！
开富康奔小康|比亚迪论坛|23516|好评|排档把手也带仿桃木的材料，手感还不错，
开富康奔小康|比亚迪论坛|23517|好评|自发光的白色仪表台，感觉还是不错滴
开富康奔小康|比亚迪论坛|23516|好评|副驾驶的门边扶手也是仿桃木的，内饰的颜色额还是比较喜欢滴
开富康奔小康|比亚迪论坛|23514|好评|扶手盖手感还不错
开富康奔小康|比亚迪论坛|23518|差评|目前的平均油耗7.9升，个人感觉还是挺高的
cxzuo|比亚迪论坛|138|差评|小三的音响实在是不如人意
wsxyys|比亚迪论坛|23449|中评|我的最小油耗，8.7L/100km,加了三次油了，品均油耗在9.5L/100km,说明一下，我是在市区跑，一般时速在30--50km/h,最高时速70km/h,过年回家又200多公里的高速，希望跑高速油耗能下来点。
wsxyys|比亚迪论坛|23445|好评|我的小三到现在跑了快1300公里了，没发现有其他的问题。
wsxyys|比亚迪论坛|23446|好评|觉得鲨鱼鳍挺个性的
wsxyys|比亚迪论坛|23440|中评|当前里程表：1517km   上次加油时里程表：1110km,  行驶里程：407km,  本次加油：40.47L   目前油耗：9.94L/100km说明：每次都是加满的。路况：北京市区，每天平均行驶28公里。09-01-18日加油，最新油耗昨天刚加完油，5.10元/L，加了200元   当前里程 1975km    加油量39.22L    行驶里程458km      上箱油耗  8.56L/百公里谢谢各位捧场，我的车现在2200公里了，是不是可以拉拉高速了，还是能首保后呢？各位车坛老大给个意见！！1月24日要回家了，先喂饱咱的驹。里程表：2234    行驶里程：259     加油：23.2    上箱油耗：8.96  咋又高了先不管了看看过年回家跑速的油耗再说吧昨天刚加了油，现在报告一下春节回家的油耗情况。此次回家，行驶里程1036公里。中间加油一次，是在老家的中**加的4.99元/升，只记得加了180元。不记得里程表了。昨天加油里程表：3270KM     行驶里程：1036KM     加油量：75.27（两次的）   平均油耗：7.27升/百公里
wsxyys|比亚迪论坛|23444|中评|周日：2009-2-8 做了首保感觉车速快的时候刹车，方向盘有点抖动，问了一下保养师傅。说做一下动平衡，每个轮要10块大洋，考虑到没多少钱，为了驾驶舒适，就做了，但是感觉没有什么变化。这两天看帖子原来都是这样。说一下首保费用吧。说有个垫厂家不保，要一块钱。加动平衡40打八折32，一共33元。首保后感觉发动机声音大了。咨询了一下，说新机油，粘度小会声音大点。晕乎中。。。。。未来希望都说首保后，油耗会降下来，期待中。。。。。在几次4s提供的免费全车检查中都让他们检查怠速，我车在怠速时最低也没下过900转。以为费油和这个有关。首保又查了一次。师傅还是说怠速正常在7-800左右。我不信。师傅查上了一个仪器，看仪器上显示的也是7--800转。师傅说车的仪表盘不准。
wsxyys|比亚迪论坛|23457|中评|当前里程：3919km    上次：3270km   行驶里程：649km,  加油：两次：1次一百，一次二百  58.82 ，在壳牌加的5.10的油。油耗：9.06L/百公里
水之清则无鱼|比亚迪论坛|179|中评|第一个月8.4升。
水之清则无鱼|比亚迪论坛|186|中评|第二个月7.2升。
水之清则无鱼|比亚迪论坛|184|差评|一档起步半联动时动力传输充足，起步快，离合完全放开后反而减速，不知道原因
水之清则无鱼|比亚迪论坛|178|差评|一档换二档时，二档难入，有时打齿轮，开始怀疑离合游离不清，到4S调过还是一样
水之清则无鱼|比亚迪论坛|184|差评|过颠簸路面时，车内多处异响，出风口风向阀振动，后视镜防眩目转换阀振动。
水之清则无鱼|比亚迪论坛|174|好评|驾驶坐椅坐上有动作时坐垫内叽叽声响。
南极温度|比亚迪论坛|1092|差评|报警器我一直没搞明白，首保给调了一下，之前放在道边，经常自已就响，也没人碰，外面也没有大的声响，
南极温度|比亚迪论坛|1093|中评|油耗一开始测9个多油，最后一次测8.5个，
最爱浓茶|比亚迪论坛|2993|差评|前段时间一直感觉雨刷不是太爽，要么刷不干净，要么就是有吱吱的声音
wsxyys|比亚迪论坛|700|差评|怎么感觉三档特别难挂呢
wsxyys|比亚迪论坛|695|差评|说转速表不太准确
新新三民主义|富康论坛|811|中评|车身外形和老款丰田花冠一模一样
新新三民主义|富康论坛|827|好评|坐在前后排都比富康宽敞的多。
新新三民主义|富康论坛|827|好评|动力还行，比富康稍好，但总的来说差不多
新新三民主义|富康论坛|824|好评|操控也还行，但不如富康
新新三民主义|富康论坛|828|差评|底盘没有富康扎实，特别是转弯的时侯，晃动比较大。
新新三民主义|富康论坛|819|差评|油门有点发卡，但把脚踩到油门踏板靠右边一侧就不卡了，不知何故。
新新三民主义|富康论坛|815|好评|噪声控制的也很好，听歌基本不受干扰。 
cyh_air|比亚迪论坛|1245|中评|最高开过180，车噪音比较大从160开始发飘。
cyh_air|比亚迪论坛|1246|好评|100-120车内隔音还可以基本不影响说话。
cyh_air|比亚迪论坛|1242|好评|天津市区上下班比较赌基本在30-40KM/H之间，大体油耗保持在9个上下，曾经到过11个后经4S店更换节气门后恢复正常。高速到现在为止保持在6-7个之间，和朋友去辽宁玩他1.3夏利和我高速油耗差不多，很满意。
cyh_air|比亚迪论坛|1256|差评|1、几乎我那时车的通病，大灯进水。更换2次。2、仪表盘更换3次。3、4个门窗升降器全部更换过，当时是连电机一起更换现在是支架有毛病换支架，电机有毛病换电机。4、油泵更换1次。5、节气门1次。6、CD更换1次。7、发电机更换1次。8、排气管尾节更换1次。9、前减震开到3万左右漏油更换1次。10、开2个月左右右轮出现异响，持续大概6个月找到毛病维修后解决。
cyh_air|比亚迪论坛|1247|好评|车大气
cyh_air|比亚迪论坛|1258|好评|底盘扎实
cyh_air|比亚迪论坛|1246|好评|提速猛，我哥们开我的车总说很喜欢我这车最大的一个特点就是提速猛。我几个哥们的1.6俊杰、1.6凯越、1.6赛拉图，基本都被我拿下，起步超他们很正常。
cyh_air|比亚迪论坛|1244|好评|F3空间不错，俊杰也坐过但觉得俊杰的前仪表台造型太大影响了一部分空间。
wengty|比亚迪论坛|867|差评|车子速度一到80以上 方向盘就感觉抖起来了
Victor97|比亚迪论坛|168|差评|天窗漏水，买回来没多久就发现了，天窗一周的顶板发黑
Victor97|比亚迪论坛|173|差评|左前门玻璃升降不顺，常有突突突地声音。据说是密封橡胶进灰，不知道是不是这个原因。
Victor97|比亚迪论坛|176|差评|雨刮器特别不好用，下雨时会有跳的情况出现，还伴有声音
Victor97|比亚迪论坛|177|差评|车顶的一根钢条掉了一半，老响
Victor97|比亚迪论坛|167|中评|整车隔音不太好，不过7万的车，可以理解。
夜空另一边|比亚迪论坛|38185|差评|更换配件已经花了1000元了（更换右后门锁总成、左前大灯、转向柱总成）
哚哚梦想开大奔|比亚迪论坛|271|差评|1.车的隔音不是很好,在车里关窗户的情况下可以很明显地听到发动机的翁翁声.2密封不好,速度开到90↑就听到有风往里钻的吱吱声,难道这就是传说中的"风噪"?
哚哚梦想开大奔|比亚迪论坛|263|差评|方向助力较沉,单手伐方向较吃力!油门较沉
哚哚梦想开大奔|比亚迪论坛|262|差评|扯远了对了,还有右后门较难关!
哚哚梦想开大奔|比亚迪论坛|273|中评|我感觉动力方面还可以,跟朋友1.8的福克斯提速没多大区别!!!
哚哚梦想开大奔|比亚迪论坛|269|好评|油耗嘛!!!刚买车的时候算过!!!绝对的7升↓/百公里,这个成绩比较满意
哚哚梦想开大奔|比亚迪论坛|273|差评|在跑高速的时候,如果速度在120+,这时候刹车刹紧了方向盘就会颤抖!!!平常在公路上觉不到 得上高速才能察觉
青青橄榄|比亚迪论坛|191|差评|前半个月突然发现我的离合器不太会离合-----原因：-离合器踏坂 行程过短去4S一查是：油泵进空气 ----解决   答：F3有很多这样的情况  不是个例再过两天--情况又出现了  原因相同现在S了  每隔几天  我就要排一次空气  晕啊！
freeskylee|比亚迪论坛|892|差评|很耗油,9.6L/100KM
freeskylee|比亚迪论坛|891|差评|舒适性跟俊杰或F6真的没的比
bagezz2008|比亚迪论坛|366|中评|先说油耗。10000公里的时候油费3700元，这5000公里的油费为2041.04元，340升油，6月份油价上调，从5.22元/升先上调到6.10元/升，然后再上调到6.25元/升，油耗也因为开空调的原因而增加。5000公里的油耗为0.428元/公里，每百公里油耗6.8升。
bagezz2008|比亚迪论坛|364|中评|发动机技术成熟，反言之就是不够先进，动力没有优势，但是平常使用足够了，日常保养费用低廉
bagezz2008|比亚迪论坛|361|中评|整体做工比不上日系车精良，高于国产车平均水平，7万块钱不能要求做到奔驰宝马的水平
bagezz2008|比亚迪论坛|362|中评|发动机输出平顺，加速没有推背感，加速比较肉，牺牲了加速性，节省了燃油
bagezz2008|比亚迪论坛|369|好评|底盘高，适合自驾游，应付较差路况比其他品牌的车要好很多。
bagezz2008|比亚迪论坛|358|差评|电动窗出问题的几率比较高，上次就是支架出了问题
bagezz2008|比亚迪论坛|362|差评|雨刮器在车买了没多久就换了，现在偶尔还是会有声响，配件质量有待于提高
bagezz2008|比亚迪论坛|360|差评|后排中央扶手做工比较差，拉链已经脱开了
LXG-(F3)|比亚迪论坛|25145|差评|第一，驾驶座和付驾座椅太高。我身高178CM，坐好后视线与后视镜齐，感觉不舒服，视野受限制。
LXG-(F3)|比亚迪论坛|25135|差评|第二，刹车偏软。在速度60KM/H以上急刹车总感觉刹不住，所以养成习惯不敢跟车太近。
LXG-(F3)|比亚迪论坛|25135|中评|第三，油耗不低，与厂家标称4.7相差甚远，应该在7.4L/百KM还差不多。
LXG-(F3)|比亚迪论坛|25153|差评|第四，我这部车在接近2000KM时仪表盘突然坏了，上面的表针乱转，把我吓坏了。
三两阳光|比亚迪论坛|132|差评|报警器会动不动就叫，灯也闪
江湖游虾|比亚迪论坛|577|差评|低速还是觉得滞后，起步1、2档较肉
江湖游虾|比亚迪论坛|583|好评|3、4档加速不错
江湖游虾|比亚迪论坛|594|好评|高速表现很好，曾经在广深高速跑过160油门还有响应的余度，也没有发飘的感觉。
江湖游虾|比亚迪论坛|581|好评|质量方面，应该说很不错，从没出过任何问题。
江湖游虾|比亚迪论坛|585|中评|油耗方面，满意，平均7.2，基本是在市区行驶，这个成绩还不错，甚至好于许多更低排量的车。
江湖游虾|比亚迪论坛|578|好评|操控方面，比较舒适，各方面都很轻快
江湖游虾|比亚迪论坛|575|差评|只是悬挂有点硬，过减速带感觉明显。
江湖游虾|比亚迪论坛|577|好评|配置方面，俺感觉这个价位的车尚可，自动空调，6声道音响效果还满意，尤其是那个中文方向显示和方向盘音响控制感觉蛮人性化的。
江湖游虾|比亚迪论坛|575|差评|最不满意的就是胎噪大，尤其超高速时，不知道是不是要换胎了。
成都々宏伟|比亚迪论坛|980|中评|第一次试油耗：城市中，磨合期0.4元/公里，个人感觉还是比较可以的！过了磨合期，油也涨价了，就没试过了！不知道现在是多少！估计开空调现在要达到8个油！
成都々宏伟|比亚迪论坛|975|差评|小3在这4个月中出现过一次比较大的问题，水箱漏水！
成都々宏伟|比亚迪论坛|991|中评|现在有个问题就是半轴有响声，据4S的人员说，好多都有这小问题，但不影响车况，而且这个东西保2年6万公里！4S的师傅说声音大了在来换！所以现在没换！过段时间在说！
猜来猜去|比亚迪论坛|1947|中评|缝隙略显大，但匀称，基本满意。
猜来猜去|比亚迪论坛|1938|好评|胶条不存在松动。
猜来猜去|比亚迪论坛|1943|好评|天窗密封性不错，没有漏水。
猜来猜去|比亚迪论坛|1943|好评|外观大气，很吸引眼球，比朋友新买的37万的皇冠都宽。
猜来猜去|比亚迪论坛|1955|好评|油漆没有问题，属于中档漆。
猜来猜去|比亚迪论坛|1940|好评|其它地方都修饰得较好。
猜来猜去|比亚迪论坛|1949|好评|音响效果很满意。
